timestamp_ns,src_ip,src_port,dst_ip,dst_port,proto,pkt_id,predicted_label,infer_latency_us,total_latency_us
613510363933950,10.23.111.71,53085,20.0.1.145,53085,17,1,VOIP,266433.747,278660.318
613510652239723,10.23.144.223,61685,20.0.2.47,61685,17,1,VOIP,271630.998,283871.476
613510934628885,10.23.177.182,5581,20.0.1.245,5581,17,1,VOIP,265829.884,277988.383
613511215857949,10.23.210.222,14069,20.0.1.99,14069,17,1,VOIP,264465.716,276855.581
613511501585125,10.23.243.163,22458,20.0.0.81,22458,17,1,VOIP,269156.751,281449.34
613511788454823,10.24.21.97,31096,20.0.2.3,31096,17,1,VOIP,268395.685,282530.196
613512071951304,10.24.55.59,39762,20.0.1.212,39762,17,1,VOIP,266536.024,278956.352
613512344880582,10.24.89.67,48474,20.0.1.141,48474,17,1,VOIP,255737.12,268422.074
613512645008543,10.24.122.229,57084,20.0.1.194,57084,17,1,VOIP,283337.094,295695.756
613512928412155,10.24.155.253,1045,20.0.2.90,1045,17,1,VOIP,266359.637,278873.001
613513214346846,10.24.188.239,9479,20.0.1.47,9479,17,1,VOIP,269059.807,281567.838
613513501298322,10.24.221.163,17851,20.0.1.204,17851,17,1,VOIP,269973.167,282496.901
613513785462368,10.24.255.100,26492,20.0.0.162,26492,17,1,VOIP,267394.791,279721.064
613514076528182,10.25.32.101,34941,20.0.1.229,34941,17,1,VOIP,265730.775,285660.714
613514357954651,10.25.66.24,43568,20.0.1.72,43568,17,1,VOIP,264603.122,276962.691
613514646828640,10.25.100.53,52301,20.0.1.150,52301,17,1,VOIP,272259.99,284501.654
613514930549933,10.25.133.255,60951,20.0.1.39,60951,17,1,VOIP,269888.056,279429.383
613515203876465,10.25.167.77,4966,20.0.1.210,4966,17,1,VOIP,256589.313,268983.382
613515489814527,10.25.200.142,13479,20.0.2.83,13479,17,1,VOIP,268895.365,281530.82
613515778204596,10.25.234.134,22175,20.0.2.151,22175,17,1,VOIP,271394.427,283930.55
613516061013659,10.26.12.129,30874,20.0.1.239,30874,17,1,VOIP,266073.715,278410.173
613516348569460,10.26.45.174,39367,20.0.0.134,39367,17,1,VOIP,269134.381,283231.873
613516636105910,10.26.79.35,47932,20.0.2.27,47932,17,1,VOIP,270536.548,283062.264
613516918961713,10.26.112.87,56432,20.0.1.89,56432,17,1,VOIP,266123.843,278428.043
613517201622297,10.26.145.110,64903,20.0.1.212,64903,17,1,VOIP,265759.996,278318.415
613517488195611,10.26.178.179,8909,20.0.1.229,8909,17,1,VOIP,269890.668,282232.941
613517773918990,10.26.212.186,17620,20.0.1.84,17620,17,1,VOIP,268900.161,281301.119
613518059213393,10.26.245.109,25991,20.0.0.150,25991,17,1,VOIP,268398.704,280855.421
613518345315749,10.27.22.67,34397,20.0.1.250,34397,17,1,VOIP,268955.92,281624.004
613518632242077,10.27.56.158,43192,20.0.1.175,43192,17,1,VOIP,268260.428,282528.993
613518922836174,10.27.88.220,51446,20.0.1.175,51446,17,1,VOIP,273497.993,286115.634
613519206646706,10.27.122.33,59963,20.0.1.195,59963,17,1,VOIP,267033.37,279434.957
613519493432517,10.27.155.78,3945,20.0.0.110,3945,17,1,VOIP,269971.092,282428.79
613519775664310,10.27.189.22,12593,20.0.1.141,12593,17,1,VOIP,265693.645,277859.384
613520060568199,10.27.222.46,21065,20.0.2.28,21065,17,1,VOIP,268322.113,280495.018
613520339753104,10.27.255.35,29502,20.0.2.36,29502,17,1,VOIP,262653.998,274856.051
613520627362793,10.28.32.158,38073,20.0.1.242,38073,17,1,VOIP,271061.282,283227.577
613520916444965,10.28.66.61,46680,20.0.1.192,46680,17,1,VOIP,270391.587,284759.873
613521201347743,10.28.99.120,55187,20.0.1.71,55187,17,1,VOIP,267937.025,280418.982
613521490707300,10.28.131.113,63372,20.0.0.152,63372,17,1,VOIP,272327.563,284950.519
613521770585955,10.28.166.158,7866,20.0.2.39,7866,17,1,VOIP,262889.791,275431.784
613522061532844,10.28.199.212,16368,20.0.1.126,16368,17,1,VOIP,274034.857,286550.203
613522344233483,10.28.233.87,24947,20.0.2.70,24947,17,1,VOIP,266173.139,278364.045
613522627163767,10.29.10.246,33554,20.0.1.206,33554,17,1,VOIP,266430.062,278564.227
613522909272969,10.29.44.67,42079,20.0.2.75,42079,17,1,VOIP,265364.409,277801.107
613523192861467,10.29.78.96,50812,20.0.1.71,50812,17,1,VOIP,265252.021,279131.22
613523482851905,10.29.111.90,59254,20.0.2.51,59254,17,1,VOIP,269356.841,281891.371
613523765755337,10.29.145.52,3409,20.0.2.10,3409,17,1,VOIP,265978.716,278492.45
613524058118264,10.29.178.115,11920,20.0.1.193,11920,17,1,VOIP,275542.283,287954.314
613524343512833,10.29.210.125,20122,20.0.1.229,20122,17,1,VOIP,268597.48,281051.937
613524630610158,10.29.243.255,28700,20.0.2.29,28700,17,1,VOIP,270026.351,282699.861
613524910875661,10.30.21.202,37351,20.0.1.197,37351,17,1,VOIP,263101.233,275824.595
613525200640805,10.30.54.238,45835,20.0.1.185,45835,17,1,VOIP,272921.482,285329.884
613525487097157,10.30.88.163,54464,20.0.1.109,54464,17,1,VOIP,268133.189,282118.813
613525772496651,10.30.122.84,63089,20.0.1.78,63089,17,1,VOIP,268470.055,280889.291
613526059126519,10.30.155.121,7063,20.0.2.44,7063,17,1,VOIP,270036.962,282251.477
613526338322720,10.30.188.153,15543,20.0.0.48,15543,17,1,VOIP,262363.63,274853.865
613526624698054,10.30.222.47,24141,20.0.1.152,24141,17,1,VOIP,269799.891,282030.277
613526908418810,10.30.255.170,32712,20.0.2.21,32712,17,1,VOIP,267105.609,279360.291
613527190843841,10.31.33.29,41275,20.0.1.125,41275,17,1,VOIP,265665.331,278083.473
613527476173374,10.31.66.160,49854,20.0.1.102,49854,17,1,VOIP,268368.279,280893.736
613527756249841,10.31.100.65,58463,20.0.2.109,58463,17,1,VOIP,261363.717,275672.911
613528041811612,10.31.134.78,2669,20.0.1.209,2669,17,1,VOIP,268458.797,281028.604
613528327466844,10.31.167.145,11184,20.0.1.102,11184,17,1,VOIP,268999.752,281257.657
613528615999170,10.31.201.45,19788,20.0.1.27,19788,17,1,VOIP,271760.607,284034.9
613528897293808,10.31.234.65,28256,20.0.1.206,28256,17,1,VOIP,264636.825,276885.563
613529178668000,10.32.11.162,36801,20.0.1.21,36801,17,1,VOIP,264792.527,277030.042
613529458363176,10.32.44.91,45178,20.0.1.100,45178,17,1,VOIP,262935.827,275339.434
613529743915946,10.32.78.17,53808,20.0.1.101,53808,17,1,VOIP,268072.894,280621.961
613530031085382,10.32.111.240,62479,20.0.2.45,62479,17,1,VOIP,268639.387,282794.731
613530321979327,10.32.145.82,6514,20.0.1.207,6514,17,1,VOIP,273691.546,286417.778
613530608641380,10.32.179.59,15195,20.0.1.153,15195,17,1,VOIP,270258.051,282262.681
613530893640713,10.32.212.8,23592,20.0.1.109,23592,17,1,VOIP,268097.023,280559.851
613531185704662,10.32.246.32,32320,20.0.1.41,32320,17,1,VOIP,275324.174,287657.208
613531469711062,10.33.23.65,40801,20.0.1.173,40801,17,1,VOIP,266492.709,279676.565
613531755862770,10.33.56.105,49289,20.0.1.245,49289,17,1,VOIP,269431.673,281658.8
613532041327541,10.33.89.121,57753,20.0.2.108,57753,17,1,VOIP,268696.571,281026.808
613532323358096,10.33.123.31,1856,20.0.1.84,1856,17,1,VOIP,263901.038,277766.496
613532613888434,10.33.156.176,10449,20.0.2.63,10449,17,1,VOIP,273690.713,286087.763
613532901619030,10.33.189.215,18936,20.0.1.86,18936,17,1,VOIP,270931.58,283355.613
613533179385211,10.33.224.26,27707,20.0.1.156,27707,17,1,VOIP,264198.589,273328.681
613533461756095,10.34.1.143,36272,20.0.1.241,36272,17,1,VOIP,268050.727,277937.865
613533747207737,10.34.35.50,44883,20.0.1.82,44883,17,1,VOIP,267699.065,280331.594
613534033280704,10.34.68.10,53291,20.0.1.129,53291,17,1,VOIP,272241.879,281633.467
613534308899375,10.34.101.254,61983,20.0.1.132,61983,17,1,VOIP,258955.655,271285.058
613534593996262,10.34.135.146,6068,20.0.0.220,6068,17,1,VOIP,266921.222,280788.848
613534877335319,10.34.169.3,14629,20.0.0.68,14629,17,1,VOIP,266826.112,278933.889
613535161468700,10.34.202.153,23227,20.0.1.194,23227,17,1,VOIP,267530.345,279766.879
613535442289695,10.34.235.81,31603,20.0.1.57,31603,17,1,VOIP,264225.478,276461.383
613535727750892,10.35.12.225,40195,20.0.0.110,40195,17,1,VOIP,268992.308,281083.64
613536014415279,10.35.46.32,48706,20.0.0.164,48706,17,1,VOIP,269901.909,282328.162
613536295015518,10.35.79.58,57180,20.0.0.107,57180,17,1,VOIP,263572.319,276166.22
613536581476554,10.35.112.169,1228,20.0.1.149,1228,17,1,VOIP,269617.671,282119.572
613536862608990,10.35.145.125,9632,20.0.1.137,9632,17,1,VOIP,261598.807,276822.841
613537154870511,10.35.178.242,18197,20.0.1.105,18197,17,1,VOIP,275237.212,287758.909
613537435932985,10.35.212.111,26770,20.0.1.157,26770,17,1,VOIP,267317.292,276661.991
613537720609711,10.35.246.62,35425,20.0.1.73,35425,17,1,VOIP,268129.911,280244.04
613538000593828,10.36.23.51,43862,20.0.2.14,43862,17,1,VOIP,263559.56,275654.948
613538279761584,10.36.56.44,52303,20.0.2.45,52303,17,1,VOIP,262694.164,274821.958
613538563966075,10.36.88.243,60694,20.0.1.198,60694,17,1,VOIP,267834.544,279895.933
613538846919692,10.36.122.106,4750,20.0.1.152,4750,17,1,VOIP,266378.21,278598.56
613539136915686,10.36.156.18,13366,20.0.1.33,13366,17,1,VOIP,271498.184,285652.621
613539420745996,10.36.190.39,22091,20.0.1.74,22091,17,1,VOIP,266531.375,279164.516
613539707581824,10.36.223.192,30692,20.0.2.78,30692,17,1,VOIP,270096.905,282394.365
613539989136014,10.37.1.38,39242,20.0.1.159,39242,17,1,VOIP,264606.307,277148.392
613540268336085,10.37.35.96,48004,20.0.2.93,48004,17,1,VOIP,262633.424,274918.92
613540556935448,10.37.68.169,56525,20.0.1.155,56525,17,1,VOIP,272102.714,284256.231
613540840069266,10.37.102.50,65110,20.0.1.36,65110,17,1,VOIP,266600.819,278825.408
613541124893879,10.37.135.164,9161,20.0.0.53,9161,17,1,VOIP,268167.3,280456.666
613541407358299,10.37.168.180,17625,20.0.2.163,17625,17,1,VOIP,264032.184,278088.715
613541698519148,10.37.202.190,26339,20.0.1.201,26339,17,1,VOIP,273991.82,286683.849
613541990217342,10.37.236.118,34971,20.0.1.231,34971,17,1,VOIP,274767.07,287323.118
613542272479728,10.38.13.8,43309,20.0.0.191,43309,17,1,VOIP,265420.815,277896.995
613542558309513,10.38.46.29,51778,20.0.1.54,51778,17,1,VOIP,269055.307,281418.47
613542838349481,10.38.79.145,60342,20.0.1.127,60342,17,1,VOIP,263054.937,275594.986
613543129648106,10.38.113.20,4410,20.0.1.78,4410,17,1,VOIP,274366.983,286906.864
613543411403720,10.38.145.97,12679,20.0.1.190,12679,17,1,VOIP,264930.895,277232.966
613543698766431,10.38.178.201,21231,20.0.1.221,21231,17,1,VOIP,268869.588,283020.468
613543978958434,10.38.211.254,29732,20.0.2.113,29732,17,1,VOIP,263367.322,275755.91
613544258390502,10.38.245.74,38256,20.0.1.68,38256,17,1,VOIP,262790.903,275084.251
613544545118740,10.39.22.52,46682,20.0.1.250,46682,17,1,VOIP,270168.257,282416.865
613544829421581,10.39.55.168,55246,20.0.1.110,55246,17,1,VOIP,267658.75,279934.525
613545113183392,10.39.89.62,63844,20.0.0.42,63844,17,1,VOIP,267027.536,279393.476
613545399790983,10.39.122.33,7752,20.0.0.59,7752,17,1,VOIP,271283.28,282264.497
613545695643589,10.39.155.179,16346,20.0.1.94,16346,17,1,VOIP,279131.609,291430.457
613545977175927,10.39.188.166,24781,20.0.1.224,24781,17,1,VOIP,262987.068,277061.338
613546260609650,10.39.222.229,33548,20.0.1.81,33548,17,1,VOIP,266334.638,278803.373
613546549896244,10.39.255.215,41982,20.0.1.46,41982,17,1,VOIP,272477.228,284894.686
613546833762369,10.40.33.50,50521,20.0.1.191,50521,17,1,VOIP,267263.756,279488.568
613547116459952,10.40.66.1,58920,20.0.0.188,58920,17,1,VOIP,266131.492,278330.563
613547394125542,10.40.98.185,2785,20.0.1.139,2785,17,1,VOIP,261074.832,273254.996
613547677664263,10.40.132.8,11312,20.0.1.147,11312,17,1,VOIP,267064.888,279261.829
613547959022363,10.40.165.47,19799,20.0.2.102,19799,17,1,VOIP,264538.66,277036.746
613548230948357,10.40.199.45,28501,20.0.1.66,28501,17,1,VOIP,253395.205,267520.252
613548523078824,10.40.232.111,37015,20.0.2.65,37015,17,1,VOIP,275057.511,287692.114
613548804407369,10.41.10.14,45622,20.0.1.184,45622,17,1,VOIP,267689.973,276884.97
613549089235445,10.41.43.9,54065,20.0.1.62,54065,17,1,VOIP,268003.339,280384.835
613549367670636,10.41.75.194,62442,20.0.1.157,62442,17,1,VOIP,261695.176,273997.931
613549652698117,10.41.109.148,6589,20.0.2.25,6589,17,1,VOIP,268203.262,280719.571
613549939401576,10.41.142.195,15084,20.0.1.142,15084,17,1,VOIP,265326.372,277657.256
613550218159912,10.41.176.36,23629,20.0.1.97,23629,17,1,VOIP,262032.172,274318.131
613550501959538,10.41.209.64,32105,20.0.1.135,32105,17,1,VOIP,265529.555,279455.883
613550787029906,10.41.243.92,40837,20.0.0.238,40837,17,1,VOIP,268288.335,280536.999
613551073814958,10.42.21.139,49588,20.0.1.233,49588,17,1,VOIP,269853.946,282361.865
613551346820754,10.42.54.159,58056,20.0.1.150,58056,17,1,VOIP,256231.466,268539.222
613551637615367,10.42.88.30,2120,20.0.1.73,2120,17,1,VOIP,273764.009,286398.668
613551924804598,10.42.120.239,10521,20.0.1.195,10521,17,1,VOIP,270132.09,282782.008
613552206176050,10.42.155.18,19260,20.0.1.189,19260,17,1,VOIP,264466.327,276956.525
613552494679765,10.42.188.25,27715,20.0.1.173,27715,17,1,VOIP,271843.254,284135.677
613552775869738,10.42.221.197,36335,20.0.1.130,36335,17,1,VOIP,262702.108,276799.934
613553059993563,10.42.254.153,44739,20.0.1.228,44739,17,1,VOIP,267388.976,279631.733
613553341432439,10.43.31.89,53123,20.0.1.172,53123,17,1,VOIP,264725.62,276962.543
613553626953395,10.43.64.243,61725,20.0.0.59,61725,17,1,VOIP,269094.511,281197.639
613553907691040,10.43.98.68,5743,20.0.1.205,5743,17,1,VOIP,264230.515,276390.365
613554195159675,10.43.131.133,14256,20.0.0.216,14256,17,1,VOIP,270962.561,283163.966
613554474547726,10.43.165.30,22857,20.0.2.3,22857,17,1,VOIP,262913.143,275094.604
613554754209995,10.43.199.201,31732,20.0.1.147,31732,17,1,VOIP,262601.369,275226.583
613555040643513,10.43.232.198,40177,20.0.1.170,40177,17,1,VOIP,264196.071,278555.875
613555314915497,10.44.9.252,48679,20.0.1.26,48679,17,1,VOIP,257264.045,269734.836
613555604941527,10.44.43.227,57358,20.0.1.201,57358,17,1,VOIP,273239.849,285661.436
613555886797658,10.44.77.39,1363,20.0.1.123,1363,17,1,VOIP,265227.632,277426.426
613556167470877,10.44.110.73,9845,20.0.1.237,9845,17,1,VOIP,264276.552,276367.865
613556445259299,10.44.142.210,18174,20.0.2.68,18174,17,1,VOIP,261306.57,273488.567
613556728620596,10.44.176.13,26681,20.0.1.197,26681,17,1,VOIP,266845.613,278963.555
613557008725490,10.44.209.6,35122,20.0.1.219,35122,17,1,VOIP,263293.082,275635.486
613557298149990,10.44.240.229,43281,20.0.2.47,43281,17,1,VOIP,271031.302,285087.869
613557587244235,10.45.19.31,52043,20.0.2.17,52043,17,1,VOIP,271964.549,284518.339
613557876876918,10.45.52.23,60483,20.0.1.127,60483,17,1,VOIP,272701.337,285263.366
613558157207142,10.45.85.120,4517,20.0.1.70,4517,17,1,VOIP,263458.265,275919.593
613558434402108,10.45.118.26,12871,20.0.1.161,12871,17,1,VOIP,260535.56,272863.427
613558720297207,10.45.152.8,21557,20.0.2.13,21557,17,1,VOIP,269456.061,281626.485
613559000262973,10.45.185.27,30024,20.0.1.222,30024,17,1,VOIP,263488.747,275600.468
613559280369514,10.45.217.196,38385,20.0.1.138,38385,17,1,VOIP,263720.521,275804.78
613559569734089,10.45.251.8,46901,20.0.1.217,46901,17,1,VOIP,271301.65,285038.591
613559854887235,10.46.28.111,55452,20.0.1.168,55452,17,1,VOIP,268431.389,280730.719
613560146349432,10.46.62.11,64056,20.0.1.217,64056,17,1,VOIP,274324.742,286929.327
613560428986201,10.46.94.8,7734,20.0.1.201,7734,17,1,VOIP,265627.516,278202.564
613560714787617,10.46.128.28,16458,20.0.1.81,16458,17,1,VOIP,268829.643,281363.563
613560993936892,10.46.161.196,25074,20.0.1.94,25074,17,1,VOIP,262353.001,274816.199
613561278006977,10.46.194.189,33515,20.0.1.94,33515,17,1,VOIP,267068.906,279598.899
613561568408947,10.46.228.141,42171,20.0.0.181,42171,17,1,VOIP,273656.232,286035.783
613561841365947,10.47.5.132,50610,20.0.1.166,50610,17,1,VOIP,256052.912,268624.294
613562125096758,10.47.38.206,59132,20.0.2.96,59132,17,1,VOIP,267060.388,279294.829
613562405132948,10.47.71.199,3062,20.0.2.59,3062,17,1,VOIP,263466.747,275693.651
613562688530986,10.47.105.61,11628,20.0.1.216,11628,17,1,VOIP,266859.353,279073.702
613562970330858,10.47.138.37,20052,20.0.1.245,20052,17,1,VOIP,265201.189,277505.517
613563251680977,10.47.171.211,28674,20.0.0.133,28674,17,1,VOIP,264794.786,276990.858
613563545283370,10.47.204.146,37057,20.0.1.246,37057,17,1,VOIP,276799.008,289197.188
613563825408689,10.47.237.188,45547,20.0.1.150,45547,17,1,VOIP,267877.471,276736.676
613564106118927,10.48.14.234,54041,20.0.1.216,54041,17,1,VOIP,261096.091,276279.274
613564388912916,10.48.47.13,62268,20.0.1.240,62268,17,1,VOIP,265619.664,278232.268
613564679100926,10.48.81.9,6457,20.0.1.202,6457,17,1,VOIP,273489.252,285797.249
613564959126764,10.48.114.17,14913,20.0.2.26,14913,17,1,VOIP,263394.137,275654.115
613565239160232,10.48.146.247,23335,20.0.0.112,23335,17,1,VOIP,263459.395,275659.985
613565525025073,10.48.179.131,31667,20.0.1.88,31667,17,1,VOIP,269089.067,281457.877
613565802788643,10.48.212.184,40168,20.0.2.132,40168,17,1,VOIP,261270.7,273391.698
613566087216298,10.48.245.139,48571,20.0.1.217,48571,17,1,VOIP,267870.803,280094.875
613566366255167,10.49.23.119,57255,20.0.1.115,57255,17,1,VOIP,260663.281,274730.2
613566658308690,10.49.57.87,1416,20.0.2.152,1416,17,1,VOIP,274967.79,287649.54
613566939007947,10.49.91.72,10105,20.0.1.97,10105,17,1,VOIP,263652.152,276257.571
613567221603939,10.49.124.34,18515,20.0.1.63,18515,17,1,VOIP,265485.74,278094.307
613567503869842,10.49.156.158,26831,20.0.1.83,26831,17,1,VOIP,265564.832,277854.013
613567783408261,10.49.190.31,35408,20.0.1.242,35408,17,1,VOIP,262960.253,275228.342
613568064237719,10.49.222.238,43807,20.0.2.47,43807,17,1,VOIP,264243.44,276499.086
613568343499604,10.49.255.193,52210,20.0.1.136,52210,17,1,VOIP,262793.681,274933.827
613568632526998,10.50.33.171,60892,20.0.1.142,60892,17,1,VOIP,270639.51,284698.429
613568914985474,10.50.67.22,4936,20.0.1.8,4936,17,1,VOIP,265697.553,277898.421
613569204491991,10.50.101.61,13679,20.0.1.240,13679,17,1,VOIP,272627.708,285103.127
613569487111613,10.50.134.92,22158,20.0.1.84,22158,17,1,VOIP,265627.627,278124.751
613569766289591,10.50.167.218,30732,20.0.1.11,30732,17,1,VOIP,262260.762,274832.513
613570052219135,10.50.200.145,39107,20.0.2.32,39107,17,1,VOIP,269195.306,281570.912
613570330267646,10.50.233.219,47629,20.0.2.101,47629,17,1,VOIP,261463.494,273661.88
613570619533722,10.51.11.227,56341,20.0.2.41,56341,17,1,VOIP,272496.284,284850.427
613570901736053,10.51.43.225,64531,20.0.1.135,64531,17,1,VOIP,263853.964,277830.236
613571097631856,10.51.77.32,8531,20.0.2.113,8531,17,1,VOIP,183465.938,191464.21
613571191306125,10.51.109.241,16932,20.0.0.28,16932,17,1,VOIP,86909.316,92033.623
613571280132399,10.51.143.39,25434,20.0.2.22,25434,17,1,VOIP,82042.691,86734.429
613571368287921,10.51.176.45,33888,20.0.1.81,33888,17,1,VOIP,82097.616,86523.746
613571455658509,10.51.209.41,42332,20.0.1.204,42332,17,1,VOIP,81329.44,85727.737
613571541906481,10.51.243.142,51137,20.0.0.83,51137,17,1,VOIP,80138.844,84554.53
613571629663231,10.52.20.97,59540,20.0.1.17,59540,17,1,VOIP,81693.028,86143.955
613571717018227,10.52.53.73,3453,20.0.2.76,3453,17,1,VOIP,80554.098,85724.275
613571804335408,10.52.86.107,11935,20.0.1.217,11935,17,1,VOIP,81159.386,85628.999
613571891248946,10.52.120.109,20641,20.0.1.169,20641,17,1,VOIP,80895.26,85266.892
613571978403869,10.52.153.62,29042,20.0.1.70,29042,17,1,VOIP,81101.795,85495.166
613572065512294,10.52.186.16,37444,20.0.2.18,37444,17,1,VOIP,81056.036,85456.315
613572152805142,10.52.219.143,46019,20.0.1.122,46019,17,1,VOIP,81185.054,85657.868
613572239137872,10.52.252.28,54352,20.0.1.74,54352,17,1,VOIP,80299.175,84710.01
613572325323123,10.53.29.113,62885,20.0.1.186,62885,17,1,VOIP,80133.881,84529.994
613572411677519,10.53.62.37,6746,20.0.0.212,6746,17,1,VOIP,79657.387,84745.361
613572498872109,10.53.96.94,15507,20.0.1.72,15507,17,1,VOIP,80986.796,85401.76
613572585593927,10.53.129.67,23928,20.0.0.195,23928,17,1,VOIP,80663.541,85049.209
613572676255771,10.53.162.97,32406,20.0.1.106,32406,17,1,VOIP,84572.271,89042.141
613572763175272,10.53.195.118,40875,20.0.1.71,40875,17,1,VOIP,80879.779,85260.744
613572850673154,10.53.228.57,49262,20.0.2.53,49262,17,1,VOIP,81392.791,85821.718
613572937058439,10.54.5.32,57685,20.0.1.125,57685,17,1,VOIP,80298.712,84705.805
613573025187981,10.54.37.219,1553,20.0.2.23,1553,17,1,VOIP,82025.709,86508.228
613573112714326,10.54.71.188,10226,20.0.1.108,10226,17,1,VOIP,80767.151,85911.458
613573199684511,10.54.104.211,18697,20.0.0.174,18697,17,1,VOIP,80745.447,85252.577
613573286476532,10.54.138.192,27382,20.0.1.246,27382,17,1,VOIP,80699.596,85120.967
613573374192116,10.54.171.223,35861,20.0.1.81,35861,17,1,VOIP,81514.346,86033.808
613573461853404,10.54.204.151,44237,20.0.1.47,44237,17,1,VOIP,81556.696,86012.327
613573549063457,10.54.238.24,52814,20.0.1.225,52814,17,1,VOIP,81162.072,85589.258
613573636219955,10.55.14.173,61155,20.0.1.93,61155,17,1,VOIP,81090.444,85529.926
613573722870403,10.55.48.150,5325,20.0.2.84,5325,17,1,VOIP,80698.688,85048.339
613573809987457,10.55.81.167,13790,20.0.1.88,13790,17,1,VOIP,80361.526,85454.926
613582237537469,10.0.0.2,1025,20.0.0.2,1025,17,10,VOIP,734162.639,770935.277
613582755015598,10.0.0.3,1026,20.0.0.3,1026,17,10,VOIP,487175.243,508706.441
613583295187651,10.0.0.4,1027,20.0.0.4,1027,17,10,VOIP,516762.99,530304.397
613583842936720,10.0.0.5,1028,20.0.0.5,1028,17,10,VOIP,523154.966,538221.206
613584386359751,10.0.0.6,1029,20.0.0.6,1029,17,10,VOIP,513003.314,535921.697
613584929212826,10.0.0.7,1030,20.0.0.7,1030,17,10,VOIP,515350.673,535403.334
613585455506827,10.0.0.8,1031,20.0.0.8,1031,17,10,VOIP,496600.405,518898.352
613585983311236,10.0.0.9,1032,20.0.0.9,1032,17,10,VOIP,498689.472,519425.586
613586554778383,10.0.0.10,1033,20.0.0.10,1033,17,10,VOIP,542047.159,563890.741
613587065205970,10.0.0.11,1034,20.0.0.11,1034,17,10,VOIP,479025.419,502847.291
613587607279276,10.0.0.12,1035,20.0.0.12,1035,17,10,VOIP,510799.489,532798.273
613588105079203,10.0.0.13,1036,20.0.0.13,1036,17,10,VOIP,477402.031,492515.363
613588622080375,10.0.0.14,1037,20.0.0.14,1037,17,10,VOIP,487692.33,508744.996
613589150481073,10.0.0.15,1038,20.0.0.15,1038,17,10,VOIP,499056.467,520275.298
613589665725655,10.0.0.16,1039,20.0.0.16,1039,17,10,VOIP,484794.995,505792.903
613590200978064,10.0.0.17,1040,20.0.0.17,1040,17,10,VOIP,499126.448,526000.69
613590747826016,10.0.0.18,1041,20.0.0.18,1041,17,10,VOIP,518898.76,539348.915
613591293725368,10.0.0.19,1042,20.0.0.19,1042,17,10,VOIP,517425.407,537494.512
613591842727422,10.0.0.20,1043,20.0.0.20,1043,17,10,VOIP,518873.112,541675.811
613592388102392,10.0.0.21,1044,20.0.0.21,1044,17,10,VOIP,515646.615,537172.905
613592952978287,10.0.0.22,1045,20.0.0.22,1045,17,10,VOIP,534254.588,556553.294
613593499777832,10.0.0.23,1046,20.0.0.23,1046,17,10,VOIP,517271.52,539503.802
613594052528580,10.0.0.24,1047,20.0.0.24,1047,17,10,VOIP,522274.496,544023.56
613594600099467,10.0.0.25,1048,20.0.0.25,1048,17,10,VOIP,517923.568,540127.608
613595131073541,10.0.0.26,1049,20.0.0.26,1049,17,10,VOIP,500879.056,523496.222
613595676950782,10.0.0.27,1050,20.0.0.27,1050,17,10,VOIP,516395.235,538327.52
613596235123315,10.0.0.28,1051,20.0.0.28,1051,17,10,VOIP,526701.255,549852.747
613596801671764,10.0.0.29,1052,20.0.0.29,1052,17,10,VOIP,538491.184,558277.292
613597352746515,10.0.0.30,1053,20.0.0.30,1053,17,10,VOIP,522003.295,543794.933
613597903519640,10.0.0.31,1054,20.0.0.31,1054,17,10,VOIP,520323.797,543425.456
613598437743914,10.0.0.32,1055,20.0.0.32,1055,17,10,VOIP,503843.982,525898.414
613598987323832,10.0.0.33,1056,20.0.0.33,1056,17,10,VOIP,520249.521,542224.027
613599547343620,10.0.122.12,32267,20.0.0.59,32267,17,1,VOIP,533573.004,550770.347
613600108243158,10.0.203.196,53187,20.0.1.19,53187,17,1,VOIP,530523.783,552322.31
613600638995863,10.1.31.119,10103,20.0.1.200,10103,17,1,VOIP,505868.42,521701.465
613601175442887,10.1.116.230,31974,20.0.0.161,31974,17,1,VOIP,508404.481,529120.355
613601685142816,10.1.201.204,53708,20.0.2.99,53708,17,1,VOIP,485936.592,502125.059
613602183389608,10.2.30.158,10911,20.0.0.165,10911,17,1,VOIP,467177.805,489123.016
613602681942082,10.2.112.226,31971,20.0.0.151,31971,17,1,VOIP,471886.803,489627.306
613603203840378,10.2.195.88,53081,20.0.2.109,53081,17,1,VOIP,487949.79,512246.804
613603729313575,10.3.28.157,11423,20.0.0.197,11423,17,1,VOIP,498674.435,517749.274
613604256611471,10.3.108.99,31845,20.0.0.191,31845,17,1,VOIP,495200.867,518824.001
613604776411071,10.3.193.19,53525,20.0.1.63,53525,17,1,VOIP,484623.423,506799.205
613605296236468,10.4.14.246,8953,20.0.0.225,8953,17,1,VOIP,492815.1,511619.461
613605807010864,10.4.95.189,29632,20.0.1.244,29632,17,1,VOIP,482251.36,503269.748
613606313411482,10.4.178.50,50741,20.0.0.208,50741,17,1,VOIP,478848.679,498969.246
613606810765118,10.5.2.179,6839,20.0.1.83,6839,17,1,VOIP,469055.115,490002.375
613607271561799,10.5.86.88,28252,20.0.0.187,28252,17,1,VOIP,430929.105,453375.032
613607749088384,10.5.171.203,50127,20.0.0.229,50127,17,1,VOIP,451475.277,469900.846
613608217109512,10.6.1.20,7449,20.0.2.23,7449,17,1,VOIP,440455.617,460495.758
